source,budget_chars,condition,family,metric,n,successes,rate,ci95_low,ci95_high,mean_context_chars,median_context_chars,p95_context_chars,median_elapsed_ms,p95_elapsed_ms,median_retrieval_ms,p95_retrieval_ms
context,8000,cascade_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.038833507569507,5.455464529222809
context,8000,cascade_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.239479010924697,7.041202037362382
context,8000,dense_hybrid,ALL,context_success,1100,1003,0.9118181818181819,0.8935959565206003,0.9271740850104898,923.0081818181818,323.0,6849.0,nan,nan,3.4431664971634746,5.4272794877761035
context,8000,dense_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.96120800380595,5.415795538283419
context,8000,dense_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,540.0,540.0,540.0,nan,nan,3.5422084911260754,5.691274401033297
context,8000,dense_hybrid,cross_session_recall,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,386.61,380.0,414.0,nan,nan,4.988229004084133,5.28308330103755
context,8000,dense_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002104497980326414,0.003713092883117498
context,8000,dense_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.2715414999984205,3.926393750589341
context,8000,dense_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,3.742521003005095,4.411649999383371
context,8000,dense_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.9101874824846163,3.185752395074814
context,8000,dense_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.010416993172839,5.511338096403051
context,8000,dense_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.257208002149127,6.909654203627723
context,8000,dense_long_term,ALL,context_success,1100,903,0.8209090909090909,0.7971454540214733,0.8424391478780295,277.62636363636364,318.0,469.0,nan,nan,3.4158330090576783,5.497402700711972
context,8000,dense_long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.939562495565042,5.785741652653086
context,8000,dense_long_term,cross_patient_disambiguation,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,318.0,318.0,318.0,nan,nan,3.5028334968956187,5.8140045061009005
context,8000,dense_long_term,cross_session_recall,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,386.61,380.0,414.0,nan,nan,4.962875013006851,5.6030642372206785
context,8000,dense_long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002749991836026311,0.004044048546347768
context,8000,dense_long_term,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.2531254983041435,3.838129788346123
context,8000,dense_long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,334.4,334.0,337.0,nan,nan,3.7444999907165766,5.306799663230777
context,8000,dense_long_term,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.8422914911061525,3.0741273920284584
context,8000,dense_long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,384.8,384.0,387.0,nan,nan,4.98133349174168,5.483745489618741
context,8000,dense_long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,469.0,469.0,469.0,nan,nan,5.215708501054905,6.292974414827768
context,8000,fused_hybrid,ALL,context_success,1100,1100,1.0,0.9965199179737294,1.0,921.5163636363636,323.0,6849.0,nan,nan,3.622146003181115,5.493551732797641
context,8000,fused_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.949895999743603,5.51005594606977
context,8000,fused_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.6701665085274726,5.83178188680904
context,8000,fused_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.985478997696191,5.300431251816917
context,8000,fused_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002249988028779626,0.004125002305954695
context,8000,fused_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3821045217337087,4.099351468903478
context,8000,fused_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,3.9080835122149438,5.8591624911059625
context,8000,fused_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.870645999792032,3.1453377785510384
context,8000,fused_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.021458011469804,5.338162511179689
context,8000,fused_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.252896007732488,7.244854143937118
context,8000,hybrid,ALL,context_success,1100,998,0.9072727272727272,0.888686097611463,0.9230246719380475,925.6645454545454,369.0,6845.0,nan,nan,0.23833299928810447,0.651874988398049
context,8000,hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,318.4,318.0,321.0,nan,nan,0.24041649885475636,0.29366491507971654
context,8000,hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,534.6,535.0,535.0,nan,nan,0.2939165133284405,0.5352795255021192
context,8000,hybrid,cross_session_recall,context_success,100,96,0.96,0.9016292856411208,0.9843366960084523,371.04,371.0,394.0,nan,nan,0.23741699988022447,0.31728809262858704
context,8000,hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.21466650650836527,0.3109270823188126
context,8000,hybrid,memory_prompt_injection,context_success,100,99,0.99,0.9455138038212946,0.9982325679358593,308.11,307.0,310.0,nan,nan,0.24597950687166303,0.36393507616594434
context,8000,hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6845.8,6845.0,6851.0,nan,nan,0.6437080155592412,0.736795790726319
context,8000,hybrid,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,383.76,383.5,412.0,nan,nan,0.2214580017607659,0.289841640915256
context,8000,hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,520.6,519.0,525.0,nan,nan,0.22220800747163594,0.27924794703721995
context,8000,hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,687.0,687.0,687.0,nan,nan,0.29020849615335464,0.7909377876785583
context,8000,latest_only,ALL,context_success,1100,400,0.36363636363636365,0.33572899924392346,0.39249284130869583,75.78181818181818,71.0,92.0,nan,nan,0.0,0.0
context,8000,latest_only,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,8000,latest_only,cross_patient_disambiguation,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,63.0,63.0,63.0,nan,nan,0.0,0.0
context,8000,latest_only,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,8000,latest_only,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,8000,latest_only,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,8000,latest_only,same_session_overflow,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,68.0,68.0,68.0,nan,nan,0.0,0.0
context,8000,latest_only,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,8000,latest_only,temporal_update,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,80.0,80.0,80.0,nan,nan,0.0,0.0
context,8000,latest_only,tool_evidence,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,86.0,86.0,86.0,nan,nan,0.0,0.0
context,8000,long_term,ALL,context_success,1100,909,0.8263636363636364,0.8028529734863811,0.8476027547910171,280.2827272727273,318.0,465.0,nan,nan,0.2613124961499125,0.6547024036990479
context,8000,long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,318.4,318.0,321.0,nan,nan,0.2634164993651211,0.3112152015091851
context,8000,long_term,cross_patient_disambiguation,context_success,100,11,0.11,0.06254196357064568,0.18631296503080313,312.6,313.0,313.0,nan,nan,0.31450000824406743,0.6351166637614367
context,8000,long_term,cross_session_recall,context_success,100,96,0.96,0.9016292856411208,0.9843366960084523,371.04,371.0,394.0,nan,nan,0.24824999854899943,0.3336420049890876
context,8000,long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.23408301058225334,0.3397329928702677
context,8000,long_term,memory_prompt_injection,context_success,100,99,0.99,0.9455138038212946,0.9982325679358593,308.11,307.0,310.0,nan,nan,0.28162550006527454,0.3828857486951165
context,8000,long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,330.4,330.0,333.0,nan,nan,0.6466249760705978,0.7417235450702719
context,8000,long_term,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,383.76,383.5,412.0,nan,nan,0.2525624877307564,0.32705001649446785
context,8000,long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,380.8,380.0,383.0,nan,nan,0.24354149354621768,0.3138146203127689
context,8000,long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,465.0,465.0,465.0,nan,nan,0.30095850524958223,0.43321010016370554
context,8000,matched_sparse_hybrid,ALL,context_success,1100,1001,0.91,0.8916304814532704,0.9255158512851879,928.2763636363636,371.0,6849.0,nan,nan,0.03597901377361268,0.2345913366298191
context,8000,matched_sparse_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,0.029416507459245622,0.037210095615591854
context,8000,matched_sparse_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,0.044271000660955906,0.07503123924834654
context,8000,matched_sparse_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.046687506255693734,0.052851776126772165
context,8000,matched_sparse_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.001958003849722445,0.0035503457183949667
context,8000,matched_sparse_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,0.03789599577430636,0.04631396004697308
context,8000,matched_sparse_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,0.23562500427942723,0.4311812444939278
context,8000,matched_sparse_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.64,387.5,416.0,nan,nan,0.039874998037703335,0.049412497901357696
context,8000,matched_sparse_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,0.03862500307150185,0.045404196134768426
context,8000,matched_sparse_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,0.03574999573174864,0.05927711317781359
context,8000,raw_recent,ALL,context_success,1100,800,0.7272727272727273,0.7001970174358217,0.7527665816431462,3850.890909090909,91.0,29027.0,nan,nan,0.0,0.0
context,8000,raw_recent,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,8000,raw_recent,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,285.0,285.0,285.0,nan,nan,0.0,0.0
context,8000,raw_recent,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,8000,raw_recent,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,8000,raw_recent,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,8000,raw_recent,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,29027.4,29027.0,29030.0,nan,nan,0.0,0.0
context,8000,raw_recent,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,8000,raw_recent,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,219.8,219.0,222.0,nan,nan,0.0,0.0
context,8000,raw_recent,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,12291.0,12291.0,12291.0,nan,nan,0.0,0.0
context,8000,rrf_hybrid,ALL,context_success,1100,1008,0.9163636363636364,0.8985189978748774,0.9313103156377919,922.9627272727273,323.0,6849.0,nan,nan,3.6054789961781353,5.448896452435291
context,8000,rrf_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.939208491123281,5.401794388308189
context,8000,rrf_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,540.0,540.0,540.0,nan,nan,3.624749995651655,5.744241931824944
context,8000,rrf_hybrid,cross_session_recall,context_success,100,8,0.08,0.041093461484380624,0.14998107700948735,386.11,380.0,414.0,nan,nan,4.950229005771689,5.181043465563562
context,8000,rrf_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002416985807940364,0.0038750004023313522
context,8000,rrf_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.315562498755753,3.9114306593546644
context,8000,rrf_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,3.9089789934223518,5.990687778103165
context,8000,rrf_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.8984579839743674,3.127026445872616
context,8000,rrf_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.035937487264164,5.353914266743232
context,8000,rrf_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.288020518491976,7.106066009146161
context,8000,short_term,ALL,context_success,1100,800,0.7272727272727273,0.7001970174358217,0.7527665816431462,721.1636363636363,91.0,6583.0,nan,nan,0.0,0.0
context,8000,short_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,8000,short_term,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,285.0,285.0,285.0,nan,nan,0.0,0.0
context,8000,short_term,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,8000,short_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,8000,short_term,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,8000,short_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6583.4,6583.0,6586.0,nan,nan,0.0,0.0
context,8000,short_term,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,8000,short_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,219.8,219.0,222.0,nan,nan,0.0,0.0
context,8000,short_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,308.0,308.0,308.0,nan,nan,0.0,0.0
context,8000,union_hybrid,ALL,context_success,1100,1003,0.9118181818181819,0.8935959565206003,0.9271740850104898,928.1718181818181,371.0,6849.0,nan,nan,3.5833750007441267,5.45264615502674
context,8000,union_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.947083492879756,5.287822286481969
context,8000,union_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.619854003773071,5.345876463979947
context,8000,union_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.991395995602943,5.485352051618975
context,8000,union_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.00231250305660069,0.004170181637164206
context,8000,union_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3168119989568368,3.928012799588032
context,8000,union_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,3.8038124912418425,5.824696454510558
context,8000,union_hybrid,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,387.49,387.5,416.0,nan,nan,2.9149374895496294,3.195130900712684
context,8000,union_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.038416507886723,5.42088125803275
context,8000,union_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.277624994050711,7.2049170077661975
context,16000,bm25_hybrid,ALL,context_success,1100,901,0.8190909090909091,0.7952446788509603,0.8407162142559107,1484.17,383.0,13124.0,nan,nan,0.2750415005721152,0.45590625668410206
context,16000,bm25_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.22095850727055222,0.30542020103894174
context,16000,bm25_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,0.3228124987799674,0.5995994011755101
context,16000,bm25_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.2783954987535253,0.3568274056306109
context,16000,bm25_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.25827049103099853,0.37767563626402995
context,16000,bm25_hybrid,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,383.0,383.0,383.0,nan,nan,0.2868750016205013,0.3943708521546796
context,16000,bm25_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,13124.8,13124.0,13130.0,nan,nan,0.40927100053522736,0.5064267839770764
context,16000,bm25_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.27,387.0,416.0,nan,nan,0.2732705033849925,0.34175626205978915
context,16000,bm25_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,0.2571665099821985,0.35901395312976087
context,16000,bm25_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,0.2699579927138984,0.3728308904101141
context,16000,bm25_long_term,ALL,context_success,1100,901,0.8190909090909091,0.7952446788509603,0.8407162142559107,268.33363636363634,334.0,469.0,nan,nan,0.2934789954451844,0.4453586603631265
context,16000,bm25_long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.24285400286316872,0.32078895164886484
context,16000,bm25_long_term,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,313.0,313.0,313.0,nan,nan,0.343312494806014,0.6789770864997989
context,16000,bm25_long_term,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.2971044887090102,0.3895294925314374
context,16000,bm25_long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.2689374960027635,0.36778335634153336
context,16000,bm25_long_term,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,383.0,383.0,383.0,nan,nan,0.2952705108327791,0.4011687735328451
context,16000,bm25_long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,334.4,334.0,337.0,nan,nan,0.4148540028836578,0.46716037759324536
context,16000,bm25_long_term,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.27,387.0,416.0,nan,nan,0.2998125128215179,0.362906840746291
context,16000,bm25_long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,384.8,384.0,387.0,nan,nan,0.277228988124989,0.3606312311603687
context,16000,bm25_long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,469.0,469.0,469.0,nan,nan,0.2968124899780378,0.37125030066818
context,16000,cascade_hybrid,ALL,context_success,1100,1001,0.91,0.8916304814532704,0.9255158512851879,1498.730909090909,371.0,13124.0,nan,nan,3.625063007348217,5.456413081265055
context,16000,cascade_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.986999498214573,5.563708636327647
context,16000,cascade_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.634916996816173,6.762198239448478
context,16000,cascade_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.951874987455085,5.286203854484484
context,16000,cascade_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002207991201430559,0.004043157969135792
context,16000,cascade_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.4395625116303563,4.142285768466535
context,16000,cascade_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,13124.8,13124.0,13130.0,nan,nan,3.886999504175037,5.745269086037297
context,16000,cascade_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.64,387.5,416.0,nan,nan,2.942271006759256,3.2156669505639
context,16000,cascade_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.0301040027989075,5.431265218066983
context,16000,cascade_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.258333490928635,7.280405599158257
context,16000,dense_hybrid,ALL,context_success,1100,1003,0.9118181818181819,0.8935959565206003,0.9271740850104898,1493.4627272727273,323.0,13124.0,nan,nan,3.446083501330577,5.396578552608844
context,16000,dense_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.898646002402529,5.613957696186844
context,16000,dense_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,540.0,540.0,540.0,nan,nan,3.4718124952632934,5.867685400880872
context,16000,dense_hybrid,cross_session_recall,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,386.61,380.0,414.0,nan,nan,4.97868750244379,5.374133642180823
context,16000,dense_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0021669839043170214,0.003670205478556455
context,16000,dense_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3423335116822273,3.8821389622171405
context,16000,dense_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,13124.8,13124.0,13130.0,nan,nan,3.676374995848164,5.136762520123739
context,16000,dense_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.891124997404404,3.1988020942662843
context,16000,dense_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,4.978833501809277,5.276626443082932
context,16000,dense_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.219603990553878,7.233671160065569
context,16000,dense_long_term,ALL,context_success,1100,903,0.8209090909090909,0.7971454540214733,0.8424391478780295,277.62636363636364,318.0,469.0,nan,nan,3.4836039994843304,5.541258341690991
context,16000,dense_long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.988458502339199,5.7972458031144924
context,16000,dense_long_term,cross_patient_disambiguation,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,318.0,318.0,318.0,nan,nan,3.5152915079379454,5.789887509308755
context,16000,dense_long_term,cross_session_recall,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,386.61,380.0,414.0,nan,nan,4.9368124891771,5.5008833660394885
context,16000,dense_long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002749991836026311,0.004208006430417299
context,16000,dense_long_term,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.315291498438455,3.9584205369465053
context,16000,dense_long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,334.4,334.0,337.0,nan,nan,3.74241650570184,5.280754157865886
context,16000,dense_long_term,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.837208507116884,3.1058848107932135
context,16000,dense_long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,384.8,384.0,387.0,nan,nan,4.997312003979459,5.487950665701646
context,16000,dense_long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,469.0,469.0,469.0,nan,nan,5.185478992643766,7.251028862083331
context,16000,fused_hybrid,ALL,context_success,1100,1100,1.0,0.9965199179737294,1.0,1491.9709090909091,323.0,13124.0,nan,nan,3.576854505809024,5.436477107286918
context,16000,fused_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.962395993061364,5.408483651990536
context,16000,fused_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.6873954959446564,6.926574996032286
context,16000,fused_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.9722289986675605,5.34349999652477
context,16000,fused_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002208500518463552,0.004086045373696835
context,16000,fused_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.296000009868294,3.9387729106238107
context,16000,fused_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,13124.8,13124.0,13130.0,nan,nan,3.8740210002288222,5.424758304434362
